Geography,zip,Less than high school graduate,High school graduate or higher,Some college or associates degree,Bachelor degree or higher,Graduate degree or higher
860Z200US11791,11791,787,35019,3127,29793,5999
860Z200US11792,11792,462,12579,2189,7156,1654
860Z200US11793,11793,864,46521,6693,27264,4771
860Z200US11794,11794,0,680,718,198,7
860Z200US11795,11795,906,38338,5868,21422,3902
860Z200US11796,11796,154,6049,959,2904,618
860Z200US11797,11797,338,14355,1128,11725,2211
860Z200US11798,11798,3586,21391,3183,6442,1002
860Z200US11801,11801,2917,64070,8939,34250,5005
860Z200US11803,11803,747,44175,4511,36182,7227
860Z200US11804,11804,45,6531,578,5153,1070
860Z200US11901,11901,5295,47005,6402,13556,2119
860Z200US11930,11930,2,1349,133,980,193
860Z200US11931,11931,0,0,0,0,0
860Z200US11932,11932,67,1592,93,1398,126
860Z200US11933,11933,369,11656,2021,4141,765
860Z200US11934,11934,355,10831,2185,4962,1096
860Z200US11935,11935,100,4928,785,3429,518
860Z200US11937,11937,1349,32083,3385,21162,4004
860Z200US11939,11939,30,2873,470,1454,229
860Z200US11940,11940,214,8671,1413,3034,640
860Z200US11941,11941,151,4083,681,1770,264
860Z200US11942,11942,374,8373,1343,5307,953
860Z200US11944,11944,523,7755,1138,4230,623
860Z200US11946,11946,1805,24974,3575,12898,2204
860Z200US11947,11947,0,390,69,0,0
860Z200US11948,11948,4,970,115,448,116
860Z200US11949,11949,484,22501,3411,7304,1423
860Z200US11950,11950,2025,22040,3479,4815,641
860Z200US11951,11951,1274,20996,3708,4842,736
860Z200US11952,11952,401,8469,1134,4923,714
860Z200US11953,11953,1073,21829,3345,8394,1451
860Z200US11954,11954,152,7085,929,4261,598
860Z200US11955,11955,147,4966,733,2077,285
860Z200US11956,11956,6,509,85,417,39
860Z200US11957,11957,28,2492,265,1664,283
860Z200US11958,11958,100,1334,136,684,126
860Z200US11959,11959,8,1024,153,413,52
860Z200US11960,11960,11,1727,112,1205,184
860Z200US11961,11961,653,22086,3027,8716,1326
860Z200US11962,11962,49,505,40,412,71
860Z200US11963,11963,425,13272,1278,9091,1849
860Z200US11964,11964,291,3976,528,2943,639
860Z200US11965,11965,3,676,197,787,86
860Z200US11967,11967,2180,41199,7100,10272,1306
860Z200US11968,11968,264,22716,2609,16021,3175
860Z200US11970,11970,0,1239,158,773,103
860Z200US11971,11971,434,9632,1035,5679,1054
860Z200US11972,11972,14,667,0,302,82
860Z200US11973,11973,0,8,25,20,2
860Z200US11975,11975,4,820,72,592,83
860Z200US11976,11976,38,4267,239,3984,728
860Z200US11977,11977,122,4661,582,3124,573
860Z200US11978,11978,235,5893,701,4248,741
860Z200US11980,11980,129,9111,1312,3716,635
860Z200US12007,12007,0,562,63,205,71
860Z200US12008,12008,0,595,146,309,39
860Z200US12009,12009,268,12676,1544,8140,1625
860Z200US12010,12010,2475,41309,6867,11564,1696
860Z200US12015,12015,133,7376,886,3220,746
860Z200US12017,12017,17,770,89,480,63
860Z200US12018,12018,217,12080,1916,5592,1091
860Z200US12019,12019,431,24050,3384,15565,2937
860Z200US12020,12020,1871,53558,7660,27416,4656
860Z200US12022,12022,129,1446,171,469,64
860Z200US12023,12023,69,3803,397,1179,173
860Z200US12024,12024,0,178,21,74,13
860Z200US12025,12025,354,8876,1661,2760,393
860Z200US12027,12027,219,6452,742,3861,609
860Z200US12028,12028,72,1644,258,346,78
860Z200US12029,12029,24,1802,248,856,199
860Z200US12031,12031,31,307,47,95,4
860Z200US12032,12032,66,1375,179,250,53
860Z200US12033,12033,387,12802,2252,4925,787
860Z200US12035,12035,12,851,152,222,57
860Z200US12036,12036,10,359,15,105,9
860Z200US12037,12037,158,6521,1068,3108,780
860Z200US12040,12040,0,67,10,21,0
860Z200US12041,12041,11,689,133,212,13
860Z200US12042,12042,18,507,97,236,0
860Z200US12043,12043,433,11271,2246,4100,595
860Z200US12045,12045,13,520,119,110,21
860Z200US12046,12046,49,982,90,141,0
860Z200US12047,12047,1536,33338,5902,13754,2253
860Z200US12051,12051,1781,7338,1012,2769,306
860Z200US12052,12052,154,2995,627,949,218
860Z200US12053,12053,322,6374,1413,2444,383
860Z200US12054,12054,332,25641,2405,21127,5229
860Z200US12056,12056,59,3349,696,1315,188
860Z200US12057,12057,280,3149,489,783,75
860Z200US12058,12058,34,2300,312,273,34
860Z200US12059,12059,62,2617,377,783,114
860Z200US12060,12060,64,3239,539,1812,423
860Z200US12061,12061,451,15310,1988,9901,2022
860Z200US12062,12062,159,2813,371,972,152
860Z200US12063,12063,0,1120,271,414,108
860Z200US12064,12064,16,508,41,66,21
860Z200US12065,12065,1634,66187,9361,43966,7874
860Z200US12066,12066,137,3153,446,785,76
860Z200US12067,12067,61,2333,414,649,146
860Z200US12068,12068,181,3743,857,672,131
860Z200US12069,12069,25,619,238,146,33
860Z200US12070,12070,295,3613,836,784,197
860Z200US12071,12071,11,379,44,134,28
860Z200US12072,12072,416,4019,709,796,99
860Z200US12074,12074,195,4651,801,1573,257
860Z200US12075,12075,313,4674,788,2525,329
860Z200US12076,12076,131,2167,301,632,96
860Z200US12077,12077,389,9782,920,7453,1717
860Z200US12078,12078,2451,34851,6195,7151,1221
860Z200US12082,12082,0,4,0,4,2
860Z200US12083,12083,172,5857,891,2311,353
860Z200US12084,12084,114,7336,943,5567,1112
860Z200US12085,12085,29,480,49,132,5
860Z200US12086,12086,140,2896,442,800,100
860Z200US12087,12087,73,1992,372,563,139
860Z200US12090,12090,413,9062,1303,2550,343
860Z200US12092,12092,98,2523,535,674,236
860Z200US12093,12093,85,2441,393,753,143
860Z200US12094,12094,148,4336,653,1517,126
860Z200US12095,12095,1239,20203,2868,5760,744
860Z200US12106,12106,63,3521,495,2263,411
860Z200US12108,12108,118,522,114,154,32
860Z200US12110,12110,1201,28847,4527,16713,2366
860Z200US12115,12115,0,200,23,157,29
860Z200US12116,12116,44,2495,233,786,105
860Z200US12117,12117,293,4656,819,876,160
860Z200US12118,12118,937,26552,3853,10265,1499
860Z200US12120,12120,28,1072,134,307,96
860Z200US12121,12121,122,4000,578,861,96
860Z200US12122,12122,334,6320,916,1433,233
860Z200US12123,12123,176,7806,1367,3681,500
860Z200US12124,12124,3,457,61,188,67
860Z200US12125,12125,60,1905,240,861,119
860Z200US12130,12130,47,451,27,287,34
860Z200US12131,12131,9,305,28,88,8
860Z200US12132,12132,15,181,0,145,50
860Z200US12134,12134,410,7296,989,2100,313
860Z200US12136,12136,21,1451,177,1037,160
860Z200US12137,12137,48,3220,473,1191,263
860Z200US12138,12138,258,4484,769,1213,192
860Z200US12139,12139,5,562,113,150,33
860Z200US12140,12140,39,2416,370,1163,159
860Z200US12143,12143,419,8372,1400,2606,365
860Z200US12144,12144,1118,35621,5553,15938,2334
860Z200US12147,12147,26,726,115,358,89
860Z200US12148,12148,232,6859,811,4903,892
860Z200US12149,12149,149,3677,524,930,105
860Z200US12150,12150,6,1018,187,297,14
860Z200US12151,12151,34,1437,163,946,150
860Z200US12153,12153,63,1107,229,323,43
860Z200US12154,12154,207,4817,696,1699,314
860Z200US12155,12155,128,2884,399,699,97
860Z200US12156,12156,25,1180,223,471,45
860Z200US12157,12157,361,7172,996,2238,562
860Z200US12158,12158,410,10044,1346,4801,942
860Z200US12159,12159,262,13806,1464,10427,2783
860Z200US12160,12160,90,1457,224,254,28
860Z200US12161,12161,0,52,8,44,10
860Z200US12164,12164,39,878,152,307,91
860Z200US12165,12165,0,317,28,282,65
860Z200US12166,12166,106,2483,449,602,64
860Z200US12167,12167,212,4211,607,1112,250
860Z200US12168,12168,109,2833,455,1458,110
860Z200US12169,12169,28,506,117,130,8
860Z200US12170,12170,289,8653,1382,2583,232
860Z200US12172,12172,0,202,66,10,2
860Z200US12173,12173,31,2982,483,898,134
860Z200US12174,12174,37,957,379,101,16
860Z200US12175,12175,18,1240,141,335,46
860Z200US12176,12176,15,570,94,101,4
860Z200US12177,12177,0,733,152,170,85
860Z200US12180,12180,3939,76752,13863,35286,5894
860Z200US12182,12182,1451,22004,3481,7614,950
860Z200US12183,12183,315,4487,649,953,223
860Z200US12184,12184,342,12269,1592,5091,1005
860Z200US12185,12185,100,2868,492,1016,151
860Z200US12186,12186,249,9612,1453,6406,1014
860Z200US12187,12187,32,965,310,328,76
860Z200US12188,12188,560,19493,3189,8102,1089
860Z200US12189,12189,1146,27833,5356,9039,1542
860Z200US12190,12190,126,843,135,159,27
860Z200US12192,12192,322,2178,314,624,90
860Z200US12193,12193,83,3145,358,841,170
860Z200US12194,12194,17,256,47,76,5
860Z200US12195,12195,0,368,137,94,47
860Z200US12196,12196,168,5312,904,2556,311
860Z200US12197,12197,125,3360,657,1023,180
860Z200US12198,12198,227,11552,2107,5291,739
860Z200US12202,12202,1567,12857,1922,5710,793
860Z200US12203,12203,1561,42664,6985,28906,5444
860Z200US12204,12204,679,12199,1555,7276,1119
860Z200US12205,12205,1745,40937,6576,17842,3243
860Z200US12206,12206,1911,18970,3344,5354,1188
860Z200US12207,12207,208,3527,619,1402,373
860Z200US12208,12208,1127,31452,4897,22818,4128
860Z200US12209,12209,789,13902,2439,7877,1082
860Z200US12210,12210,910,15158,2430,8454,1465
860Z200US12211,12211,277,17864,3405,11038,2247
860Z200US12222,12222,25,3784,2388,162,7
860Z200US12226,12226,0,0,0,0,0
860Z200US12302,12302,1235,42414,6767,21017,3491
860Z200US12303,12303,2275,44044,7055,17540,2906
860Z200US12304,12304,2382,31500,5614,9339,1330
860Z200US12305,12305,602,9602,2623,4318,646
860Z200US12306,12306,1416,43479,7872,14749,2444
860Z200US12307,12307,1497,9200,1706,1338,136
860Z200US12308,12308,1275,20196,4259,7190,1050
860Z200US12309,12309,1243,49017,6057,33530,7046
860Z200US12401,12401,3179,54039,7978,19793,3234
860Z200US12404,12404,395,5205,722,3341,650
860Z200US12405,12405,0,1036,164,365,65
860Z200US12406,12406,175,931,37,267,21
860Z200US12407,12407,4,269,52,27,0
860Z200US12409,12409,18,1671,229,1149,297
860Z200US12410,12410,5,638,160,327,15
860Z200US12411,12411,20,713,101,270,60
860Z200US12412,12412,67,918,100,733,38
860Z200US12413,12413,311,4916,755,1276,330
860Z200US12414,12414,1024,16963,2164,5898,828
860Z200US12416,12416,48,348,65,174,0
860Z200US12417,12417,28,1837,316,150,75
860Z200US12418,12418,22,515,47,275,28
860Z200US12419,12419,41,1301,268,735,168
860Z200US12420,12420,10,476,46,284,0
860Z200US12421,12421,7,440,69,234,75
860Z200US12422,12422,25,779,78,183,0
860Z200US12423,12423,150,1594,249,440,67
860Z200US12424,12424,28,500,71,153,33
860Z200US12427,12427,10,1461,289,874,29
860Z200US12428,12428,610,10443,1973,3463,687
860Z200US12429,12429,0,459,0,0,0
860Z200US12430,12430,179,1931,200,816,201
860Z200US12431,12431,117,3160,456,1074,108
860Z200US12432,12432,57,1010,123,149,22
860Z200US12433,12433,26,981,77,457,86
860Z200US12434,12434,70,1518,349,318,15
860Z200US12435,12435,0,436,90,76,38
860Z200US12436,12436,35,888,108,463,23
860Z200US12438,12438,7,79,0,43,8
860Z200US12439,12439,9,578,108,137,37
860Z200US12440,12440,76,2810,280,1548,396
860Z200US12441,12441,0,236,34,101,34
860Z200US12442,12442,19,1329,184,379,35
860Z200US12443,12443,132,6083,838,3221,765
860Z200US12444,12444,20,989,191,383,43
860Z200US12446,12446,354,7156,1340,3098,507
860Z200US12448,12448,12,267,41,184,62
860Z200US12449,12449,384,5160,771,1938,199
860Z200US12450,12450,10,375,57,165,0
860Z200US12451,12451,73,2151,220,373,11
860Z200US12452,12452,0,54,11,48,0
860Z200US12453,12453,0,600,13,227,94
860Z200US12454,12454,53,508,50,386,52
860Z200US12455,12455,166,2883,503,932,178
860Z200US12456,12456,32,1153,157,201,0
860Z200US12457,12457,118,1935,318,778,242
860Z200US12458,12458,1254,4729,673,636,125
860Z200US12459,12459,5,125,28,40,20
860Z200US12460,12460,0,372,30,183,42
860Z200US12461,12461,26,2261,340,1042,254
860Z200US12463,12463,32,2722,284,723,140
860Z200US12464,12464,46,1945,401,1226,142
860Z200US12465,12465,18,754,76,467,175
860Z200US12466,12466,71,3230,557,1220,157
860Z200US12468,12468,92,2567,316,589,80
860Z200US12469,12469,49,1599,169,679,38
860Z200US12470,12470,86,1022,163,501,98
860Z200US12471,12471,0,536,218,100,50
860Z200US12472,12472,109,1903,290,1268,208
860Z200US12473,12473,17,1368,154,304,23
860Z200US12474,12474,63,1653,163,553,89
860Z200US12475,12475,22,937,80,179,37
860Z200US12477,12477,1398,29563,5265,11756,2012
860Z200US12480,12480,0,579,76,454,56
860Z200US12481,12481,131,2944,338,905,199
860Z200US12482,12482,33,1197,71,63,0
860Z200US12483,12483,0,126,16,26,13
860Z200US12484,12484,47,5449,474,4645,827
860Z200US12485,12485,29,1438,148,373,98
860Z200US12486,12486,37,3254,616,1071,195
860Z200US12487,12487,166,6904,974,2423,541
860Z200US12489,12489,20,321,62,57,0
860Z200US12490,12490,0,0,0,0,0
860Z200US12491,12491,14,3113,553,1696,338
860Z200US12492,12492,6,344,57,157,17
860Z200US12493,12493,18,598,4,628,179
860Z200US12494,12494,37,1121,166,1284,69
860Z200US12495,12495,0,223,0,88,26
860Z200US12496,12496,147,2057,345,812,213
860Z200US12498,12498,169,8159,932,6030,1142
860Z200US12501,12501,306,3204,331,1466,274
860Z200US12502,12502,104,1879,190,800,166
860Z200US12503,12503,63,1232,99,649,157
860Z200US12504,12504,0,403,759,6,0
860Z200US12507,12507,28,268,37,149,52
860Z200US12508,12508,2337,28720,3490,15318,2572
860Z200US12512,12512,0,329,30,275,16
860Z200US12513,12513,0,358,0,237,75
860Z200US12514,12514,309,4742,503,3230,562
860Z200US12515,12515,57,2886,435,1041,87
860Z200US12516,12516,216,3463,263,1356,296
860Z200US12517,12517,0,874,58,98,40
860Z200US12518,12518,201,8980,1317,5335,1013
860Z200US12520,12520,51,4714,780,3053,785
860Z200US12521,12521,71,3161,256,1310,325
860Z200US12522,12522,642,7602,1115,2507,313
860Z200US12523,12523,108,3474,416,1302,75
860Z200US12524,12524,989,26207,3782,10842,1928
860Z200US12525,12525,16,2847,426,1038,132
860Z200US12526,12526,194,6263,886,3153,657
860Z200US12527,12527,0,32,0,48,0
860Z200US12528,12528,674,21336,3123,10539,1700
860Z200US12529,12529,175,3887,447,2318,443
860Z200US12530,12530,121,442,44,0,0
860Z200US12531,12531,113,4087,630,1782,347
860Z200US12533,12533,1033,37570,5653,21273,3735
860Z200US12534,12534,1827,29068,3652,10610,1757
860Z200US12538,12538,804,21662,4079,7296,1392
860Z200US12540,12540,372,13299,2049,6765,1266
860Z200US12542,12542,287,8870,1295,4536,711
860Z200US12543,12543,187,5091,1024,1159,137
860Z200US12544,12544,0,66,33,0,0
860Z200US12545,12545,227,7849,1104,3683,828
860Z200US12546,12546,247,4323,543,1930,379
860Z200US12547,12547,207,5274,843,1920,316
860Z200US12548,12548,111,1767,276,658,89
860Z200US12549,12549,469,15438,3096,6053,882
860Z200US12550,12550,6310,77895,13781,26589,4176
860Z200US12553,12553,2298,39406,6179,16781,3115
860Z200US12561,12561,434,23403,6117,14653,2826
860Z200US12563,12563,576,12827,2087,4448,598
860Z200US12564,12564,345,11939,1628,6127,881
860Z200US12565,12565,48,2525,386,894,125
860Z200US12566,12566,570,20104,3605,6313,855
860Z200US12567,12567,160,4081,478,1846,344
860Z200US12569,12569,360,15010,2346,6211,1203
860Z200US12570,12570,268,10234,1411,5416,1056
860Z200US12571,12571,406,13976,1860,8764,1761
860Z200US12572,12572,530,16003,2120,9327,1801
860Z200US12574,12574,0,584,18,526,161
860Z200US12575,12575,126,2325,253,1228,135
860Z200US12577,12577,56,2622,444,1355,334
860Z200US12578,12578,67,3907,542,1599,289
860Z200US12580,12580,582,6783,859,3624,642
860Z200US12581,12581,114,3321,583,1390,284
860Z200US12582,12582,1269,8617,1211,3456,429
860Z200US12583,12583,53,2692,500,1426,326
860Z200US12585,12585,66,1440,272,651,195
860Z200US12586,12586,998,17433,3277,6545,911
860Z200US12589,12589,1646,32108,4469,8632,1226
860Z200US12590,12590,2630,59235,9560,25654,4561
860Z200US12592,12592,163,2010,188,583,122
860Z200US12594,12594,292,6867,1017,2299,326
860Z200US12601,12601,4145,60979,11727,22829,3877
860Z200US12603,12603,2159,64968,9739,35530,7100
860Z200US12604,12604,11,572,1455,0,0
860Z200US12701,12701,2174,16508,2621,4791,573
860Z200US12719,12719,171,1869,354,592,128
860Z200US12720,12720,9,379,72,144,0
860Z200US12721,12721,491,10889,1970,3177,317
860Z200US12722,12722,0,0,0,0,0
860Z200US12723,12723,77,3152,498,1707,261
860Z200US12724,12724,18,120,36,63,9
860Z200US12725,12725,20,455,32,191,36
860Z200US12726,12726,69,2241,364,950,129
860Z200US12729,12729,105,2314,333,555,90
860Z200US12732,12732,28,1782,213,409,104
860Z200US12733,12733,589,2321,454,302,22
860Z200US12734,12734,119,1574,173,316,56
860Z200US12736,12736,0,296,34,103,5
860Z200US12737,12737,81,2322,318,1055,146
860Z200US12738,12738,9,654,97,46,23
860Z200US12740,12740,110,2742,506,980,301
860Z200US12741,12741,0,371,53,87,18
860Z200US12742,12742,23,321,31,69,27
860Z200US12743,12743,16,638,65,176,82
860Z200US12745,12745,0,10,5,0,0
860Z200US12746,12746,29,1098,212,184,62
860Z200US12747,12747,91,3109,644,1097,274
860Z200US12748,12748,149,3004,418,1169,175
860Z200US12749,12749,0,997,144,195,0
860Z200US12750,12750,0,72,3,59,4
860Z200US12751,12751,45,1271,212,205,59
860Z200US12752,12752,0,654,102,205,86
860Z200US12754,12754,782,10598,1584,2285,381
860Z200US12758,12758,270,6552,975,2215,368
860Z200US12759,12759,140,2042,433,501,62
860Z200US12760,12760,0,913,107,345,48
860Z200US12762,12762,90,454,123,0,0
860Z200US12763,12763,31,850,86,569,139
860Z200US12764,12764,206,2674,496,1313,173
860Z200US12765,12765,43,1461,253,834,150
860Z200US12766,12766,68,1050,84,702,108
860Z200US12767,12767,0,440,52,120,0
860Z200US12768,12768,161,1293,224,395,70
860Z200US12769,12769,21,766,117,185,10
860Z200US12770,12770,7,306,45,186,25
860Z200US12771,12771,1210,22061,3584,5021,918
860Z200US12775,12775,217,3874,464,2552,469
860Z200US12776,12776,163,3383,464,1415,228
860Z200US12777,12777,67,1434,169,780,211
860Z200US12778,12778,22,696,63,224,28
860Z200US12779,12779,459,2323,566,643,71
860Z200US12780,12780,87,3928,554,1159,125
860Z200US12781,12781,45,361,17,129,0
860Z200US12783,12783,160,2024,350,638,89
860Z200US12784,12784,0,0,0,0,0
860Z200US12785,12785,49,1463,416,150,27
860Z200US12786,12786,57,938,163,597,51
860Z200US12787,12787,0,277,14,0,0
860Z200US12788,12788,558,4249,728,1005,276
860Z200US12789,12789,65,3181,579,1785,220
860Z200US12790,12790,248,7209,830,2913,421
860Z200US12791,12791,5,873,180,220,47
860Z200US12792,12792,13,322,12,172,32
860Z200US12801,12801,1309,21588,3824,8137,1403
860Z200US12803,12803,554,13145,2437,4908,611
860Z200US12804,12804,1410,45101,6747,21479,4018
860Z200US12808,12808,12,416,64,184,41
860Z200US12809,12809,256,6048,871,1358,235
860Z200US12810,12810,92,827,112,186,39
860Z200US12811,12811,17,405,13,42,0
860Z200US12812,12812,4,688,264,166,53
860Z200US12814,12814,17,2421,350,600,126
860Z200US12815,12815,68,1897,349,542,118
860Z200US12816,12816,331,7215,1010,2799,523
860Z200US12817,12817,229,3383,362,1549,287
860Z200US12819,12819,31,502,54,43,17
860Z200US12820,12820,0,116,26,64,32
860Z200US12821,12821,976,3502,191,190,5
860Z200US12822,12822,623,9694,1471,1740,196
860Z200US12823,12823,6,737,26,851,73
860Z200US12824,12824,60,1834,281,931,187
860Z200US12827,12827,233,6046,981,1257,242
860Z200US12828,12828,821,15564,2748,4147,661
860Z200US12831,12831,981,27401,4026,13900,2174
860Z200US12832,12832,524,11296,1651,2132,348
860Z200US12833,12833,427,8048,974,3975,779
860Z200US12834,12834,451,10087,1448,3892,570
860Z200US12835,12835,229,4790,651,1344,230
860Z200US12836,12836,39,939,147,358,53
860Z200US12837,12837,75,1341,335,274,29
860Z200US12838,12838,28,1284,264,275,13
860Z200US12839,12839,1131,23862,3180,4259,529
860Z200US12841,12841,2,198,26,152,13
860Z200US12842,12842,46,1343,151,365,38
860Z200US12843,12843,18,1130,201,252,30
860Z200US12844,12844,0,536,44,392,89
860Z200US12845,12845,310,7582,1258,3249,541
860Z200US12846,12846,333,5237,802,1774,428
860Z200US12847,12847,74,1131,168,528,84
